word1,  word2, mean, ano1, ano2, ano3, ano4, ano5, ano6, ano7, ano8, ano9, ano10
テーマ, 基調,5.2,2,3,4,9,8,6,6,6,7,5
賃金, ギャラ,6,2,5,6,10,7,8,9,4,9,7
すべ, 作戦,7.2,10,5,7,9,5,5,9,4,9,6
敷地内, 寺中,4.4,3,3,3,9,4,6,3,3,8,3
バリエーション, 種類,8.6,8,8,8,10,9,10,7,7,9,7
みんな, 国民,7.4,10,5,4,10,8,7,4,4,9,6
欠点, 弱点,7.4,8,5,7,9,8,8,8,7,7,6
トップ, 頂点,8.8,9,9,9,10,7,10,7,9,9,6
情報, 身元,2.4,0,1,4,5,2,6,3,3,7,3
スタイル, ファッション,4.6,1,1,5,9,7,2,3,3,8,3
生い立ち, 身分,4.8,3,1,3,9,8,3,6,6,8,0
正体, 身許,4.8,3,1,2,10,8,5,6,5,9,3
トップ, 第一番,6,2,5,8,9,6,10,6,4,8,6
情報, 生い立ち,2.6,0,3,4,5,1,5,3,0,5,0
給料, ファイトマネー,4.6,0,4,5,10,4,6,3,1,9,6
自動車, 長い車,3.2,2,3,3,7,1,4,3,3,3,3
ドレス, コスチューム,5.6,4,2,6,9,7,4,4,5,6,4
自ら, 自己,7.8,5,7,9,10,8,9,8,6,9,6
みんな, 民,7,6,6,6,10,7,7,6,4,9,6
手段, 道筋,5.6,4,6,7,6,5,5,8,2,8,5
衣, 装束,6.8,5,6,6,10,7,7,4,7,8,3
身分, 身許,6.2,5,5,4,10,7,3,7,9,9,5
基調, 軸,5.6,1,5,7,8,7,8,6,6,8,3
私, 己れ,7.4,4,6,8,10,9,10,9,7,9,7
私自身, 己,7.4,4,6,8,10,9,10,9,7,9,7
敷地, 寺社内,5,4,4,3,9,5,7,3,3,8,6
カラフル, 色,5.4,6,5,4,9,3,6,4,5,7,5
河原, 河原沿い,6.6,7,5,5,9,7,9,5,7,7,7
職業, 業種,8,9,5,8,10,8,7,6,7,8,2
川沿い, 河原,7,6,5,7,9,8,8,6,7,7,7
最初, 端緒,5.6,2,5,4,9,8,7,4,6,7,5
基本, 背骨,5.6,0,6,7,8,7,6,4,7,7,4
素姓, 身上,6.8,4,4,8,10,8,6,6,6,9,4
内容, 主要,5.4,6,4,4,6,7,4,6,6,8,5
役員, 上層部,7.2,6,7,8,7,8,8,7,7,9,6
弱み, 難点,7.2,5,7,8,9,7,7,7,7,7,5
色, 色合い,6.8,6,7,8,9,4,7,6,6,7,6
素性, 出どころ,7.6,7,7,7,9,8,6,6,5,8,3
基本的動向, 基盤,5.4,5,2,6,9,5,3,7,5,7,4
民衆, 群衆,7.6,7,6,8,10,7,7,6,7,9,7
始め, 一番,6,8,1,7,6,8,9,5,4,8,7
書籍, 論文,4.4,4,2,5,8,3,3,4,2,8,5
大筋, 主要,6.2,6,3,6,9,7,3,6,3,7,6
一連, 全部,6.2,5,3,6,9,8,2,6,3,6,6
高気温, 炎天下,6.2,4,6,7,9,5,7,5,4,6,4
色合わせ, 色調,6.2,3,8,8,8,4,6,7,6,7,5
寺内, 神域,4.4,5,2,7,7,1,6,7,4,7,5
服, 着物,5.8,5,4,8,10,2,6,6,4,8,5
色彩, 色調,7.2,9,6,6,10,5,10,7,7,9,6
標語, キャチコピー,6.6,1,7,9,10,6,7,8,8,9,2
出身, 情報,2.6,0,2,3,6,2,4,3,1,5,0
目覚め, 寝起き,7.6,6,6,9,9,8,7,7,6,6,6
問題, ウィークポイント,6.4,3,6,8,9,6,6,6,7,7,6
方法, 作戦,6.6,6,5,9,9,4,4,7,4,8,6
勤め, 役回り,6.8,7,5,7,10,5,3,7,4,8,4
生い立ち, 素性,8,8,6,8,10,8,6,7,6,9,6
カラフル, 色彩,7.8,9,8,6,10,6,7,6,7,8,7
頭脳, 賢さ,7.2,6,7,7,9,7,6,6,6,8,7
自分, 自ら,7.8,5,6,9,10,9,7,9,6,9,7
大筋, 概要,7.6,5,8,7,10,8,10,7,8,8,6
一般市民, 大衆,7.6,6,7,7,10,8,8,8,6,8,7
あらまし, 要旨,8.4,10,6,8,10,8,7,7,9,9,6
国民, 聴衆,6.2,6,5,6,8,6,5,6,4,8,6
こめかみ, 頭,5.8,10,4,3,9,3,6,3,4,3,2
色とりどり, 色相,6,5,5,4,9,7,4,4,5,8,6
欠点, 悪点,6.8,5,5,8,10,6,5,8,0,8,6
大衆, 聴衆,6.2,7,4,7,9,4,4,6,4,9,6
中心, ベース,5.4,4,3,5,9,6,5,7,5,8,5
うたい文句, 売り言葉,4.8,2,0,8,9,5,0,8,7,8,0
敷地内, 境内,4.4,3,1,3,9,6,4,3,4,8,4
一連, 一続き,5.2,2,2,7,7,8,10,3,7,9,3
メインカラー, 軸,4.8,5,1,4,8,6,6,3,5,8,2
中心人物, 主要人物,7.4,8,3,8,10,8,9,7,6,9,7
ひととおり, ひとつながり,6.2,10,1,3,9,8,2,6,4,8,2
色, 色彩,6.4,8,5,5,9,5,7,6,5,8,7
中心人物, 幹部,7.6,7,6,8,9,8,6,6,6,8,5
物, 物体,8.2,10,5,9,10,7,9,7,7,9,7
目玉, 先頭,3.4,1,1,4,8,3,3,3,3,0,0
プロフィール, 身分,6.8,9,3,6,9,7,3,6,8,8,2
もの, 物体,8.8,10,6,9,10,9,9,8,7,9,7
残念, 難点,3.8,2,0,5,8,4,4,2,4,7,6
ベース, 基盤,8.2,5,9,9,10,8,10,7,7,9,7
要旨, 概略,7.2,4,7,7,10,8,3,7,8,9,6
原因, 引き金,8,7,7,8,10,8,8,8,6,9,7
役員, 重鎮,7.4,6,7,8,9,7,8,8,7,8,6
筆頭, 端緒,4.2,2,0,5,8,6,4,3,6,3,3
役目, 職分,6.6,4,6,7,9,7,6,6,6,8,2
すべて, ひととおり,7.8,8,6,8,9,8,7,6,5,7,6
一連, 全て,7.6,7,6,9,8,8,7,6,6,4,6
要点, 大要,7.2,6,6,8,9,7,5,7,7,9,6
ベース, 軸,6.8,5,7,6,9,7,10,6,6,9,6
服装, 制服,7.4,7,7,7,9,7,7,5,5,8,5
よりどころ, 慰め,6,10,6,4,6,4,1,6,3,8,2
名目, 売り文句,4.8,0,2,6,9,7,0,4,4,7,3
心やり, 慈悲,6.4,3,7,7,8,7,7,7,6,8,3
名目, うたい文句,5.6,0,8,6,9,5,1,5,4,8,6
市民, 国民,7.4,7,7,6,9,8,6,7,4,9,9
民衆, 世間,6.8,6,6,5,10,7,8,6,5,9,8
運命, 宿因,7.6,9,6,6,9,8,10,7,5,9,7
物, 固体,6.2,7,6,7,9,2,7,4,4,4,5
スローガン, キャッチフレーズ,7.8,6,8,9,9,7,3,9,7,8,4
第一番, 総統,5.4,2,7,5,9,4,4,5,3,8,0
自ら, 己,7.6,3,7,9,10,9,10,9,6,9,8
ギャラ, 報酬,7.8,8,8,6,10,7,10,9,6,9,8
書物, 論文,6.2,5,7,6,9,4,4,6,3,7,6
読み物, 書籍ソース,5.4,5,5,4,9,4,3,4,4,8,6
国民, 世間,6.6,6,4,5,10,8,6,6,6,8,7
議題, 論点,6.4,7,4,4,9,8,4,6,6,8,4
務め, 任務,7.6,5,7,8,10,8,3,7,7,9,6
群衆, 大衆,7.6,7,4,8,10,9,8,7,7,9,7
基本, 地色,6.6,5,6,5,9,8,3,6,4,8,2
流れ, 一続き,5.4,0,4,6,8,9,4,7,4,7,2
素性, 実態,5.6,1,6,7,8,6,4,4,6,9,4
人々, 市民,7,6,5,6,10,8,8,7,7,9,7
一連, ひとまとまり,8.4,10,7,8,9,8,4,6,3,8,0
はじめ, 第一番,8.2,10,7,7,9,8,8,7,6,8,6
洋服, 衣服,8,7,8,9,10,6,9,8,7,8,7
考え, 考え方,8.4,9,7,9,10,7,7,7,6,9,8
民, 大衆,7.8,8,7,7,9,8,7,8,5,9,8
弱点, 問題点,7.8,8,6,8,9,8,4,8,6,7,6
一続き, 全行程,5.6,0,4,7,9,8,3,6,4,7,4
自分, 俺,7.8,4,6,10,10,9,10,9,6,9,7
スタイル, 衣装,6,1,6,6,9,8,2,3,4,8,2
弱点, 悪点,6.6,3,6,8,9,7,4,8,0,8,6
色彩, 色相,7.6,9,6,6,9,8,5,7,7,8,6
テーマ, 議事,6.8,6,6,7,10,5,8,6,7,8,6
基調, 骨格,5.4,0,5,6,9,7,6,6,6,8,3
始め, 端緒,6.4,2,6,8,8,8,6,6,6,8,6
役目, 責務,7.6,5,7,9,9,8,5,7,7,8,5
まとめ, あらまし,7.2,6,4,8,9,9,4,7,7,8,6
人, 大衆,7,5,5,7,10,8,8,6,7,9,6
皆, 群衆,6.8,5,5,7,9,8,7,6,7,9,4
本, 読み物,7.2,8,6,7,10,5,9,7,6,9,6
着物, 衣服,7,5,6,8,10,6,8,6,7,9,6
一通り, 一続き,6.8,3,7,7,9,8,4,7,6,8,4
弱み, 悪点,6,1,6,8,9,6,5,8,0,8,4
こめかみ, 側頭部,7.8,10,7,6,10,6,9,6,6,9,5
人, 市民,7.2,6,6,7,9,8,8,6,5,9,7
やり方, 道,5.6,0,7,6,9,6,7,6,4,8,6
衣, 服装,7.2,5,8,7,10,6,9,7,6,9,6
民衆, 庶民,8.2,7,8,8,10,8,8,7,5,9,7
鬼門, 欠点,5.6,3,6,5,9,5,0,4,4,7,5
市民, 一般市民,8.2,7,8,8,10,8,9,6,6,9,8
基調, 背骨,5.2,0,6,6,9,5,8,3,6,8,4
全て, ひととおり,8,10,5,8,9,8,8,5,4,8,6
川原, 河原沿い,7.2,6,6,8,9,7,7,6,6,8,6
自分自身, 自身,9,10,8,9,10,8,10,9,7,9,7
名目, 謳い文句,6.4,1,7,7,9,8,3,8,7,8,7
すべ, 道筋,8.2,10,9,8,8,6,7,7,5,7,7
色合わせ, ト―ン,6.4,2,7,8,8,7,6,7,4,8,3
元気, 気晴らし,3.2,1,4,3,5,3,3,2,3,0,0
基礎, 骨組み,7,6,8,5,9,7,8,7,5,8,6
スローガン, 謳い文句,7.4,2,9,8,10,8,5,9,7,9,3
ファッション, コスチューム,6.8,7,6,6,9,6,6,3,6,8,5
始め, トップ,6,7,6,4,5,8,6,5,4,8,5
問題, 問題点,7.4,7,7,7,9,7,8,6,7,9,7
筆頭, 巨匠,3.6,0,0,3,7,8,2,3,4,5,0
慰め, 慰安,6,2,6,5,9,8,3,6,7,9,3
文献, 典拠,5.8,5,4,5,9,6,4,4,6,8,5
報酬, ファイトマネー,6.4,5,6,6,10,5,6,3,2,9,6
色彩, 色合い,8.2,10,7,7,10,7,7,7,7,9,7
残念, 短所,5,4,3,4,8,6,4,2,6,7,6
読み物, 資料,5.4,5,3,6,8,5,3,4,4,7,4
概要, 大要,7,6,4,8,9,8,7,7,8,9,4
パターン, 種類,8,8,7,7,9,9,8,8,6,8,7
ベース, 地色,8.4,9,8,8,9,8,10,6,5,8,5
職務, 勤め,8.2,7,8,9,10,7,9,7,6,8,5
もと, 基礎,8.6,10,8,9,9,7,8,7,6,9,6
敷地, 敷地内,7.8,7,7,8,9,8,9,6,6,9,7
色, 色とりどり,7,7,6,6,9,7,6,4,4,9,6
衆人, 大衆,7.6,7,6,7,10,8,7,6,7,9,6
経歴, 素性,6.6,4,6,6,9,8,6,7,5,9,4
傾向, 色彩,3,0,0,3,7,5,0,3,1,6,0
概要, 主要,5.6,5,1,6,9,7,2,7,6,9,3
方針, 基調,5,0,2,7,8,8,1,6,7,8,5
境内, 神域,5.2,3,2,7,8,6,4,7,6,8,5
市民, 皆,5.6,3,2,7,9,7,7,6,6,9,6
バリエーション, パターン,7.2,6,6,8,9,7,4,8,5,9,6
問題, 短所,5.4,2,2,7,9,7,3,7,6,7,4
人々, 聴衆,7.2,7,6,7,9,7,5,6,7,9,6
情報, 正体,2.2,0,1,3,5,2,0,4,1,6,0
カネ, ギャラ,7,8,5,6,10,6,6,6,1,8,6
聴衆, 群衆,7,8,6,6,9,6,6,6,3,9,6
本, 書物,8.2,7,8,7,10,9,7,8,7,9,7
身元, 素姓,8.8,9,8,8,10,9,8,7,5,9,6
己れ, 自己,8.4,7,7,9,10,9,10,9,6,9,7
標語, うたい文句,6.4,0,7,8,9,8,6,9,6,9,0
基本, ベース,8.4,7,8,8,10,9,10,9,6,9,6
職務, 業務,8.2,7,6,9,10,9,8,7,6,9,5
能力, 頭脳,5.2,0,6,4,9,7,6,6,6,7,2
あらまし, 大要,8,10,6,7,9,8,9,7,7,9,5
ドレス, 服装,6.6,4,6,6,10,7,7,4,6,9,5
状態, 姿勢,4.6,1,4,4,9,5,2,3,2,7,3
救い, 慈悲,7.8,9,6,8,9,7,6,7,4,9,5
洋服, 衣装,7.6,8,6,8,10,6,8,6,7,8,5
発端, 動因,6.2,5,4,6,9,7,8,7,3,8,3
色合い, 色調,8.2,9,6,8,10,8,7,7,7,9,6
姿勢, 体位,7.6,8,6,7,9,8,9,8,7,8,4
リムジン, 大型高級車,6.6,8,6,8,9,2,8,3,2,9,4
全て, すべて,10,10,10,10,10,10,10,10,9,10,10
敷地内, 寺社内,6.4,4,6,8,9,5,8,3,7,7,3
私, 我,8,4,9,8,10,9,10,9,6,9,5
服, 衣服,9,9,9,9,10,8,10,9,9,9,7
任務, 職務,7.8,5,8,8,10,8,4,8,8,9,6
バリエーション, 形態,6.2,0,8,7,9,7,5,7,7,6,4
職務, 職質,3.4,1,6,2,2,6,6,2,0,6,2
気晴らし, 慰安,6,2,8,6,6,8,7,3,6,5,3
知恵, 知力,6.8,8,7,5,9,5,8,6,7,8,4
知恵, 知性,7,8,6,7,9,5,6,6,8,9,7
もの, 物質,8.8,10,7,9,10,8,7,7,8,9,7
経歴, 生い立ち,8,7,7,9,9,8,7,7,7,9,5
コスチューム, お召し物,7.6,7,7,8,9,7,6,7,7,8,4
身元, 所在,7,6,6,9,7,7,1,7,3,7,3
コスチューム, 着物,6.6,3,7,7,9,7,9,4,7,9,3
服装, ファッション,8.2,8,7,9,9,8,8,8,7,9,7
民衆, 人,7.6,6,6,8,10,8,8,6,6,9,6
洋服, コスチューム,7.2,5,7,7,9,8,7,7,7,8,7
自ら, 己れ,7.6,4,6,9,10,9,10,9,7,9,7
衣, お召し物,7.4,5,7,7,10,8,9,8,7,9,6
任務, 職質,5,2,6,3,6,8,2,2,0,7,2
ギャラ, ギャランティー,9.6,10,10,10,10,8,10,10,9,9,8
おおすじ, 要点,8,10,7,6,9,8,4,6,8,8,6
弱点, 短所,7.8,8,7,8,9,7,4,9,8,8,7
おおまか, 概要,8.4,10,7,7,10,8,9,8,8,9,6
重役, 重鎮,8,7,7,9,9,8,7,7,6,9,2
ベース, 骨格,6.8,2,7,8,9,8,10,8,7,9,3
要点, 基調,6.6,3,6,7,9,8,4,6,6,8,2
標語, キャッチフレーズ,6,0,7,8,9,6,8,8,8,9,5
正体, 生い立ち,5.6,0,5,7,9,7,6,7,3,8,4
ドレス, 衣服,6.8,4,6,7,9,8,6,3,6,8,4
市民, 大衆,7.6,7,6,7,10,8,8,6,7,9,7
方法, 道,5.6,0,6,6,9,7,6,7,5,7,5
猛暑, 熱波,6,6,6,7,8,3,7,6,3,8,3
己れ, 我,7.4,3,7,8,10,9,10,9,7,9,7
文書, 書籍ソース,5.4,4,6,6,9,2,3,6,3,8,3
境内, 構内,5.6,2,6,4,9,7,4,3,2,7,5
救い, 慰安,3,0,0,2,5,8,1,6,4,8,4
カネ, 給料,6,7,3,6,10,4,3,5,3,9,5
色合い, 彩り,7.4,9,4,6,10,8,6,7,5,8,5
役割, 役回り,7.8,8,6,8,10,7,3,7,7,9,6
難点, 悪点,6.6,4,6,7,9,7,4,8,0,8,6
川原, 河原,8.4,6,10,9,9,8,10,8,9,8,10
勤め, 業種,6.8,5,6,7,9,7,6,6,6,7,0
私自身, 自身,7.8,6,6,8,10,9,10,7,7,9,8
上司, 上層部,7.4,7,6,9,9,6,9,6,5,8,2
パターン, 形態,6.6,0,7,8,9,9,10,7,7,8,6
上司, 幹部,6.8,7,7,6,8,6,6,6,5,8,3
色彩, ト―ン,8,8,8,7,9,8,7,7,7,8,5
みんな, 市民,7.4,6,7,7,9,8,7,6,6,9,2
最初, 皮切り,6.8,2,7,7,10,8,8,7,4,9,6
敷地, 本殿内,5.4,4,5,6,9,3,6,4,3,5,5
責務, 職務,6.4,3,4,8,9,8,6,8,7,8,0
川沿い, 河川敷,7.2,6,6,8,9,7,9,7,7,7,7
一般人, 民衆,7.8,7,6,8,10,8,8,7,6,9,7
運命, 宿命,8.4,10,6,8,10,8,8,9,7,9,5
境内, 本殿内,6,4,6,7,9,4,7,3,6,5,6
始め, 始まり,8.6,10,8,8,10,7,7,8,7,9,9
高気温, 酷暑,7.4,9,7,8,9,4,8,8,6,6,8
正体, 出どころ,5.4,0,5,6,9,7,6,6,5,7,0
文書, 文章,6,6,4,9,9,2,6,6,7,7,8
慰め, 気休め,5.2,4,3,7,5,7,2,6,6,7,5
構え, 現状,2.6,0,0,6,4,3,1,2,5,0,0
格好, コスチューム,6.4,6,2,6,9,9,4,3,6,8,5
原因, きっかけ,7.8,10,6,7,10,6,9,8,5,8,7
はじめ, 一番手,7,10,6,5,9,5,9,6,4,8,7
短所, ウィークポイント,7.6,6,7,7,9,9,4,9,8,9,8
目玉, 手始め,1,0,0,3,0,2,0,6,3,1,0
救い, よりどころ,6.6,10,3,4,9,7,9,7,4,8,4
知能, 知性,7.2,6,7,7,9,7,8,8,7,8,5
色, 色調,7.6,8,7,7,9,7,7,7,7,8,7
庶民, 世間,6.6,5,6,6,10,6,8,7,6,9,2
もと, 基調,7.4,10,7,5,9,6,3,6,4,9,4
拠り所, 慰め,5.8,2,6,4,9,8,2,7,3,8,2
気晴らし, 慰め,5,0,6,4,8,7,5,6,6,8,0
素姓, 身許,7,3,8,7,9,8,9,6,6,9,3
服, 服装,8.2,7,8,8,10,8,10,7,8,9,7
賃金, ギャランティー,6.6,0,7,8,10,8,8,9,6,9,7
種類, 多様性,5.6,3,2,7,9,7,3,7,6,7,4
概要, 要点,7,5,7,6,9,8,4,8,6,9,3
状況, 現状,6.2,6,6,7,9,3,6,6,6,7,2
キャッチフレーズ, 名目,4.8,0,6,6,9,3,3,7,7,6,4
手段, 手口,7.6,7,6,8,10,7,8,9,7,9,6
総統, ホープ,2,0,0,5,3,2,0,3,3,7,0
あらまし, 概略,8.6,10,7,7,10,9,9,8,8,9,7
市民, 庶民,7.6,7,6,7,10,8,7,7,5,9,7
おおすじ, 主要,7.4,10,6,6,9,6,6,5,6,9,4
一通り, 全て,6.2,5,6,4,9,7,7,6,6,7,5
才能, 知能,5.8,5,4,7,9,4,5,6,6,7,3
体勢, 上半身,2.8,0,1,5,6,2,4,2,3,4,3
高気温, 猛暑,7.8,8,8,6,9,8,8,7,6,6,3
引き金, 呼び水,6,8,1,6,8,7,8,8,6,8,3
まとめ, 概要,8.4,9,10,8,9,6,5,8,7,9,6
引き金, 動因,7.4,8,7,8,9,5,9,7,7,8,6
プロフィール, 正体,7,4,6,8,9,8,8,6,5,8,3
制服, ユニフォーム,8.4,9,7,9,9,8,10,8,8,9,5
自動車, リムジン,6.8,6,10,6,9,3,8,3,3,5,2
やり方, 方法,9.4,9,10,9,10,9,9,9,7,8,7
始め, 第一番,7.2,8,2,8,9,9,8,6,4,7,3
体, 上半身,4.8,6,3,6,7,2,5,2,4,4,5
おおまか, 内容,5.2,2,10,5,8,1,1,3,3,8,6
状況, 姿勢,3.2,0,0,3,9,4,2,3,3,4,0
合言葉, 標語,4,0,0,7,8,5,9,7,4,8,0
論点, 議事,5.2,0,6,7,8,5,8,6,5,4,0
自己, 我,8.2,8,6,8,10,9,9,9,7,9,7
自分自身, 自ら,7.6,8,2,9,10,9,9,9,10,8,9
文章, 文物,5.8,2,5,9,9,4,7,6,8,4,2
プロフィール, 素性,8,7,7,9,9,8,8,7,7,6,6
役員, 要人,7,8,3,7,9,8,8,6,6,7,7
服装, 衣服,8.8,8,9,8,10,9,9,7,8,9,8
河原沿い, 河川敷,7.6,8,4,8,9,9,8,8,7,9,8
シリーズ, 一通り,6,8,2,7,6,7,8,7,4,8,5
勤め, 役割,6.4,6,1,9,9,7,9,8,6,6,1
世間, 聴衆,6.2,5,3,8,9,6,9,6,7,4,2
己, 自己,8.4,8,6,10,10,8,10,9,9,9,8
国民, 人,7.4,7,6,7,10,7,8,6,8,6,8
ドレス, 洋服,7.4,7,7,7,9,7,9,4,5,7,7
制服, 衣装,7.6,8,8,6,9,7,8,4,4,7,7
要点, 全容,5.4,6,5,2,8,6,6,5,3,6,3
川原, 河川敷,7.2,7,4,8,9,8,8,7,6,9,8
元気, 慰安,3.2,0,2,5,5,4,7,3,2,2,0
おおすじ, あらまし,8.4,7,8,9,9,9,8,6,7,9,8
自身, 自己,9,7,9,10,10,9,8,9,10,9,8
物, 物質,8.4,5,10,10,10,7,9,7,10,7,7
人々, 庶民,7.4,5,7,8,10,7,9,6,9,8,8
上役, 重役,8.4,7,9,9,9,8,8,7,8,8,6
内容, 要旨,7.8,7,7,8,9,8,8,6,7,7,6
目玉, トップ,6,5,7,9,5,4,6,5,8,3,0
炎天下, 猛暑,8.6,7,10,9,9,8,8,7,7,7,8
私, 自ら,7.8,6,5,9,10,9,8,9,9,9,7
シリーズ, 一続き,6.6,7,2,8,8,8,5,7,7,9,2
大筋, あらまし,8.6,7,10,9,9,8,8,7,8,9,8
着物, 服装,7,6,6,8,9,6,9,4,3,7,7
資料, 書物,7.2,5,7,7,9,8,9,3,2,6,5
上層部, 重鎮,7.6,6,8,8,9,7,8,6,8,7,3
文書, 書物,8.4,6,10,9,10,7,9,6,6,8,5
衆人, 国民,7.8,3,10,8,10,8,8,7,8,8,4
自分, 私自身,8.8,8,10,9,10,7,8,9,10,10,7
はじめ, 端緒,8.8,6,10,10,10,8,5,7,7,9,7
一般市民, 人々,7.4,6,6,7,10,8,7,7,8,7,7
国民, 民,8.4,7,10,8,10,7,7,7,9,7,8
基本, 基準,8.2,7,8,9,10,7,8,6,8,4,7
身元, 身上,8.2,7,7,9,10,8,8,7,9,8,7
河原, 河川敷,7.8,6,8,8,9,8,8,7,8,8,7
考え方, 基本,5.4,6,2,5,9,5,3,4,5,4,2
正体, 素性,8.4,7,9,9,10,7,9,7,7,8,6
気晴らし, 気休め,7.2,6,4,8,10,8,7,5,8,8,7
着物, お召し物,7.4,4,6,9,10,8,8,6,6,7,6
敷地, 構内,6.6,7,1,9,9,7,8,7,5,8,6
雰囲気, 色彩,3.6,0,0,5,7,6,0,3,1,2,4
自分, 僕,7,7,1,8,11,8,6,9,9,8,7
物体, 物質,8.8,7,10,9,10,8,7,6,8,7,7
服, ドレス,6.6,7,3,6,9,8,8,4,3,7,7
先頭, 皮切り,5.2,1,0,8,10,7,6,6,7,2,6
始まり, 端緒,6.8,8,0,9,10,7,6,6,7,8,6
一番, 一番手,7.8,8,9,8,9,5,7,7,8,8,8
自分自身, 自分,9,8,10,9,10,8,9,9,10,9,9
人々, 世間,6.4,6,2,7,10,7,6,6,9,8,8
欠点, 問題点,7.8,8,8,8,9,6,8,7,9,7,8
稼ぎ, 賃金,7.2,9,1,8,10,8,9,7,10,8,8
車, 長い車,7.2,7,7,7,9,6,8,2,2,4,9
出身, 経歴,5.2,0,2,8,9,7,9,6,1,4,7
国民, 人民,8.2,7,8,9,10,7,9,6,9,7,8
給料, 賃金,8.2,9,5,9,10,8,10,8,10,7,9
色, ト―ン,7.4,8,7,8,9,5,7,7,4,6,8
一番手, 筆頭,8.4,8,8,9,10,7,5,6,8,8,7
目覚め, 始まり,4.4,0,3,5,8,6,3,6,4,6,4
経歴, 身元,6.2,3,4,8,9,7,8,6,5,6,7
文献, 書籍,8,6,7,9,10,8,8,7,6,7,7
文書, 典拠,7.2,7,7,7,9,6,5,5,6,7,7
自分自身, 僕,7.2,8,2,8,10,8,8,9,10,9,8
衣装, 装束,8,8,6,8,10,8,7,7,6,8,7
標語, 惹句,6.6,8,2,8,9,6,6,7,7,7,3
おおまか, あらまし,7.2,6,4,8,9,9,6,8,8,9,5
人, 民,7.8,6,7,8,10,8,7,6,9,9,8
資料, 文書,7,6,6,7,8,8,8,5,5,7,7
定め, 天命,8.4,7,9,8,10,8,6,8,8,7,6
衆人, 群衆,8.8,7,10,9,10,8,6,6,9,8,7
姿勢, 体勢,8.4,7,8,9,10,8,8,3,8,9,7
責務, 職分,7.4,8,4,7,10,8,7,7,9,9,6
知識, 知能,7,7,5,7,9,7,8,6,9,8,6
人, 一般人,6.8,6,5,5,10,8,8,6,9,7,7
衆人, 聴衆,7.2,6,7,7,9,7,8,6,8,8,7
先頭, 始まり,6,5,6,6,5,8,9,6,6,9,7
基本, 基礎,9.2,8,10,10,10,8,9,7,9,7,7
群衆, 一般人,8,6,9,8,9,8,8,6,9,6,6
中, 境内,6,6,5,3,8,8,6,5,4,5,2
職務, 職分,8,7,7,8,10,8,8,7,7,7,4
格好, ファッション,8,8,8,8,9,7,6,7,9,7,4
一通り, ひとまとまり,7.8,5,10,7,9,8,6,6,8,6,3
任務, 業務,8,7,6,9,10,8,7,7,7,8,3
概略, 大要,8.2,8,7,9,9,8,8,8,9,8,6
川べり, 河原沿い,7.4,6,6,8,9,8,7,7,7,8,6
最初, 手始め,7.8,8,6,8,9,8,6,7,7,8,7
先頭, トップ,8.6,9,7,9,9,9,9,8,8,9,8
始め, 皮切り,7.2,7,4,8,9,8,8,6,9,7,6
基礎, 基盤,8,8,5,8,10,9,9,7,8,8,7
高級車, リムジン,7.8,7,8,8,9,7,7,3,8,6,7
自分, 自身,8.8,7,10,9,10,8,9,8,10,9,8
筆頭, トップ,7.8,8,3,9,10,9,9,7,9,8,7
運命, 義務,5.2,6,0,7,8,5,5,4,4,2,5
リムジン, 大型高級乗用車,8.2,8,9,8,10,6,6,3,7,7,7
内容, あらまし,8.6,7,10,8,10,8,6,7,8,6,7
衣服, 衣装,8.2,8,7,9,10,7,6,6,8,7,7
市民, 一般人,7.4,7,5,7,10,8,6,6,9,7,8
報酬, ギャランティー,8.8,9,9,8,10,8,8,8,9,7,9
きっかけ, 呼び水,8.8,8,10,8,10,8,5,7,7,8,6
内容, 大筋,7.4,7,8,6,9,7,4,7,8,6,7
手法, すべ,8.2,7,10,8,9,7,5,8,8,8,6
経歴, 身分,6.2,3,6,8,9,5,6,6,6,7,7
シリーズ, 一連,6.8,7,2,9,9,7,6,6,7,8,5
ベース, 骨組み,7.6,6,8,8,10,6,6,6,8,6,7
おおすじ, 概要,8.8,8,10,8,10,8,7,7,9,8,7
弱点, ウィークポイント,9.4,9,10,10,10,8,10,9,10,9,9
真夏日, 酷暑,8,8,10,8,9,5,9,7,3,7,9
基本的動向, 基調,6.8,6,4,8,9,7,9,7,6,7,7
敷地内, 神域,2.8,0,0,2,9,3,6,6,7,4,4
人民, 群衆,7,5,5,7,10,8,8,7,9,8,7
手段, すべ,9,8,10,9,10,8,9,8,8,8,6
務め, 業務,8,8,7,8,9,8,8,7,7,8,5
トップ, 巨匠,5.4,0,7,7,8,5,9,6,9,4,3
傾向, 基調,5.8,7,2,5,8,7,7,6,7,5,5
色彩, カラーリング,8,8,6,9,10,7,9,7,9,6,6
群衆, 市井,4.2,0,1,7,9,4,6,3,6,6,6
原因, トリガー,7.4,7,7,9,9,5,7,7,7,6,2
服装, コスチューム,7.8,8,7,8,9,7,8,6,5,6,6
鬼門, 悪点,6.2,6,6,7,8,4,7,2,6,4,6
はじめ, 始め,10,10,10,10,10,10,10,10,10,10,10
ギャラ, 給料,8.2,8,6,9,10,8,9,9,10,7,7
全容, 概要,7.6,8,7,7,9,7,8,7,9,7,7
彩り, 色調,8,8,7,9,10,6,9,6,9,7,7
衣服, ファッション,8.4,8,8,9,9,8,8,6,6,8,8
衣服, コスチューム,8.4,8,6,9,10,9,8,6,5,8,7
